positives/Datacluster_Labs_Phone_Dataset_1.jpg 1 0 1256 1885 1006
positives/Datacluster_Labs_Phone_Dataset_10.jpg 1 314 1236 1877 2924
positives/Datacluster_Labs_Phone_Dataset_100.jpg 1 0 1247 3472 3034
positives/Datacluster_Labs_Phone_Dataset_11.jpg 1 441 259 1994 3434
positives/Datacluster_Labs_Phone_Dataset_12.jpg 1 413 245 1114 2126
positives/Datacluster_Labs_Phone_Dataset_13.jpg 1 336 1230 1625 1062
positives/Datacluster_Labs_Phone_Dataset_14.jpg 1 133 479 2670 3473
positives/Datacluster_Labs_Phone_Dataset_15.jpg 12 745 335 972 1909 762 2829 369 323 1114 2695 439 428 1905 2684 442 345 2111 2078 335 460 1905 2152 360 539 1682 2159 333 564 1480 2200 275 544 1253 2214 266 505 1058 2299 234 436 1815 1532 409 595 2088 1558 360 498
positives/Datacluster_Labs_Phone_Dataset_16.jpg 1 965 1270 1220 2332
positives/Datacluster_Labs_Phone_Dataset_17.jpg 1 629 959 1481 2635
positives/Datacluster_Labs_Phone_Dataset_18.jpg 2 531 1945 1850 1375 895 1223 1754 1299
positives/Datacluster_Labs_Phone_Dataset_19.jpg 1 491 792 1512 2950
positives/Datacluster_Labs_Phone_Dataset_2.jpg 1 0 839 2125 1155
positives/Datacluster_Labs_Phone_Dataset_20.jpg 1 454 0 2299 4160
positives/Datacluster_Labs_Phone_Dataset_21.jpg 1 416 384 1674 2773
positives/Datacluster_Labs_Phone_Dataset_22.jpg 1 808 757 1230 2275
positives/Datacluster_Labs_Phone_Dataset_23.jpg 1 0 525 3120 3442
positives/Datacluster_Labs_Phone_Dataset_24.jpg 1 581 1281 1615 1794
positives/Datacluster_Labs_Phone_Dataset_25.jpg 1 1039 790 1184 1688
positives/Datacluster_Labs_Phone_Dataset_26.jpg 1 806 639 1156 2028
positives/Datacluster_Labs_Phone_Dataset_27.jpg 1 18 323 2121 2941
positives/Datacluster_Labs_Phone_Dataset_28.jpg 1 350 0 1687 3264
positives/Datacluster_Labs_Phone_Dataset_29.jpg 1 556 406 2795 4202
positives/Datacluster_Labs_Phone_Dataset_3.jpg 1 567 725 1222 2376
positives/Datacluster_Labs_Phone_Dataset_30.jpg 1 152 1491 2503 1249
positives/Datacluster_Labs_Phone_Dataset_31.jpg 1 723 226 1602 3203
positives/Datacluster_Labs_Phone_Dataset_32.jpg 1 556 0 1679 3143
positives/Datacluster_Labs_Phone_Dataset_33.jpg 1 481 150 2105 3281
positives/Datacluster_Labs_Phone_Dataset_34.jpg 1 818 1200 1712 2288
positives/Datacluster_Labs_Phone_Dataset_35.jpg 1 475 940 935 2177
